[0,43.56861082311803,-74.08180116855577,4,1,1812768,5886,114,6,6,1,1,1,1,1,1]
[1,42.10349961444671,-87.5878693129372,5,0,8800869,6441,39,13,13,1,1,0,1,1,1]
[0,45.061812971123395,-74.84942939871028,5,1,3467977,8924,47,22,11,1,1,1,1,1,1]
[0,44.159703070633945,-75.05836503853128,5,0,5272554,3816,101,29,2,0,1,1,1,0,1]
[2,38.365875262648956,-78.36432915502756,0,1,2616206,6481,47,5,18,0,1,1,1,0,0]
[2,38.815731667096884,-79.80025097025155,0,1,6967791,5540,147,20,14,0,1,1,1,1,1]
[0,43.55770176845686,-74.7721256086886,5,1,8549824,7760,88,12,16,1,0,1,1,1,1]
[3,33.33477649564506,35.94477407850939,2,1,4207511,8612,194,1,2,1,1,0,1,0,1]
[0,43.826193241971446,-75.39897941372395,4,0,9356388,4392,129,3,3,1,1,1,1,1,0]
[2,39.740514000293956,-78.90973769962385,1,1,1987979,285,183,22,11,1,0,1,1,1,1]
[0,43.93336347640575,-75.33312114181966,2,0,5775843,9406,179,6,1,1,1,1,0,1,1]
[0,44.472638517022965,-75.97183964814097,1,1,9637574,7844,20,14,2,0,1,0,1,1,1]
[0,45.766677981578646,-74.94741417042017,2,0,8858543,4461,113,17,16,1,1,1,1,0,1]
[3,32.78934013593593,35.2533312312575,1,1,1164611,290,158,23,10,1,1,0,0,1,1]
[0,45.12794714966872,-76.00617790634782,1,1,2070625,8825,34,20,3,1,1,1,0,0,1]
[3,33.34651972359629,35.13271884278077,5,0,8743937,4592,192,16,9,1,1,1,1,1,0]
[2,38.63204577599947,-79.04533889652758,2,0,6835787,1873,121,2,8,0,0,0,0,1,1]
[3,30.920055090045796,35.24961032283175,3,0,6733544,8982,172,21,3,0,1,1,1,1,0]
[1,43.4362317461514,-88.58064129282424,1,0,8309501,6879,109,16,3,0,1,1,1,1,0]
[1,41.44093660386215,-88.5650798635062,0,1,3398418,5637,26,25,13,1,1,0,0,1,1]
[2,40.62055017484647,-78.57183254878565,3,1,4617665,1374,135,9,8,1,1,1,0,1,1]
[2,39.737758722038166,-78.3696424890828,2,1,1561768,8576,60,2,16,1,1,0,1,0,1]
[1,41.68845986090536,-88.05347754931712,5,1,4151733,7915,157,3,0,1,1,1,1,1,1]
[3,30.810993862632902,36.29680010334271,2,0,5324622,8343,105,2,2,1,1,1,1,1,0]
[1,42.99558315151307,-89.11010224218184,0,1,8547193,3928,84,20,3,1,1,0,1,1,1]
[3,32.93294218468131,36.25389226463306,5,1,821558,3943,64,9,16,1,1,0,0,1,1]
[2,40.953184955868096,-79.15396960680901,1,1,8055111,6937,168,20,13,0,1,0,1,1,0]
[3,31.57643019693555,35.37692706084493,0,1,5074059,8290,167,25,16,1,1,1,1,0,1]
[1,41.497174651407924,-87.98599057490641,3,1,1593812,7598,134,16,19,0,1,1,0,0,0]
[3,31.103381264783682,36.11013161514568,3,0,4591453,8281,70,29,3,0,0,1,1,1,1]
[3,32.33321717760177,35.240629634192764,4,0,3343352,6856,23,25,4,1,1,1,0,0,1]
[3,31.42407831858495,35.085986204749524,3,0,8708738,9751,140,3,18,1,1,1,1,0,0]
[0,42.92110318584451,-74.15683638344557,5,1,3752469,9783,163,14,10,0,1,0,1,1,1]
[0,44.449506384423835,-75.72859576850236,3,0,6077757,8848,105,7,3,1,0,1,0,1,0]
[1,42.63396785994927,-88.21017581070477,1,0,9429739,2918,65,9,5,0,0,0,0,1,0]
[0,44.62852905328469,-75.06779804213942,0,1,6653133,7777,11,23,11,0,1,1,1,1,0]
[3,30.73898259253824,36.13557246171552,0,0,1600940,9354,182,23,17,1,0,0,1,0,0]
[3,32.90887885826291,36.46762265621367,4,1,8431437,4533,9,3,9,1,0,1,0,0,1]
[0,43.7840017553986,-74.3468848815471,3,1,1292106,2479,151,13,12,0,0,1,1,1,1]
[1,42.993930271639776,-87.98437474234665,3,0,3601785,4922,75,27,6,0,1,0,1,1,0]
[1,42.36351408651034,-87.87948955208698,0,0,5045286,8198,146,13,6,1,1,0,1,1,1]
[2,39.224395441006095,-78.83419988626211,5,0,7794606,4981,65,11,6,1,1,1,1,1,1]
[0,45.4412706509334,-75.94723762891293,4,1,3410939,7510,120,7,10,1,0,1,1,0,1]
[3,31.91865907126689,36.26476107381898,0,1,8876046,1400,164,17,19,0,1,1,1,0,0]
[3,32.10589873284684,36.45094167937207,5,0,2042321,1071,0,11,14,1,1,0,1,1,1]
[0,43.40306301564993,-74.57016067805738,2,1,8405917,6804,3,5,14,0,1,1,1,1,0]
[0,45.211791995550406,-75.97604960848615,2,1,1865553,1562,147,6,12,0,0,1,0,1,0]
[3,31.353386011502014,35.22399628006536,5,1,1382586,2699,170,16,5,1,1,1,1,1,0]
[0,45.601720308988256,-75.18269192467481,2,1,3906147,7693,9,5,6,1,1,1,1,1,0]
[3,32.627400994129715,35.17122845242414,3,1,4155931,5064,84,1,1,1,0,0,1,0,0]
[3,32.33281466673711,35.95758561820406,3,0,6735152,9480,114,8,0,1,1,1,0,1,0]
[0,43.21975314091974,-74.73842992906496,4,0,5225573,5565,110,26,2,1,1,0,1,0,1]
[3,32.418399656486,35.575269078208684,1,0,5499467,7665,4,9,19,1,1,1,1,1,0]
[2,39.73620936006603,-79.45560916928171,2,1,4544660,8564,132,6,1,1,0,1,1,1,0]
[0,44.659544638926995,-74.31644449143708,1,1,7985730,6113,70,17,4,0,1,1,1,1,1]
[3,32.60543245339417,36.1373415294351,0,0,762840,6084,100,1,5,1,1,0,0,0,1]
[3,31.771777116755263,35.709947095556736,3,0,6190492,2514,4,27,1,0,0,1,1,1,1]
[1,42.12210266040574,-87.6105206542153,2,0,8598232,1331,17,29,17,1,1,1,0,0,1]
[2,40.72280588850674,-78.20650656703457,4,0,6569188,6829,162,27,11,1,0,1,1,0,1]
[2,40.096286938407616,-78.9375086258684,3,0,198729,2672,51,27,10,0,1,1,1,0,0]
[1,42.507192339328405,-88.54171621179843,4,1,4401331,3227,179,14,5,1,1,0,1,0,1]
[0,43.272517638384265,-74.39248757244125,3,1,7239502,6693,42,15,6,1,0,1,1,0,1]
[2,40.34002173307647,-79.90168383759975,5,1,1803748,6726,127,3,5,1,1,0,1,1,1]
[0,44.23319201158443,-74.11959481745065,1,0,4917281,4127,125,13,10,1,1,1,1,1,1]
